,Unnamed: 0,Cand_Name,Cand_Office_St,Cand_Office_Dist,Cand_Party_Affiliation,Year,recent_presidential_vote,percent_bachelor_or_above,gov_party,Party_Previous_Vote_Share,Incumbent,minority_percentage,Gender,Presidential_Approval_Rating,Same_Party_As_President,seat_transition,Median_Income,name_commonness,Primary.Vote.Percent,labor_force,Raised,Spent
277,12053,"CARTER, PATRICK",NV,3.0,REP,2018,0.556940078,31.4,REP,0.45965025299999995,0,0.33289,1.0,0.44,True,0.0,70804.0,37,0.0,81,1847330.55,1364602.32
278,12072,"ANTHONY, STAVROS",NV,4.0,REP,2018,0.538913037,19.9,REP,0.44545595,0,0.37159000000000003,1.0,0.44,True,,59714.0,500,0.0,81.2,698737.85,590596.68
279,12093,"BROWNING, KATE M.",NY,1.0,DEM,2018,0.46438693299999995,34.7,DEM,0.410499389,0,0.12700999999999998,0.0,0.37,False,0.0,92284.0,500,0.0,76.06842,3711177.67,3176143.9
280,12103,"GOMES, TIM",NY,2.0,DEM,2018,0.49746226600000004,29.3,DEM,0.376120454,0,0.25282,1.0,0.37,False,0.0,97387.0,21,0.0,74.98571,1339762.38,1065813.96
281,12107,"DEBONO, DAN",NY,3.0,REP,2018,0.592889592,51.5,DEM,0.476047302,0,0.27226,1.0,0.37,True,3.0,107412.0,12,100.0,74.3,381805.88,228010.7
282,12111,"BENNO, AMEER",NY,4.0,REP,2018,0.532145426,40.6,DEM,0.406063216,0,0.36071,1.0,0.37,True,0.0,102205.0,500,100.0,73.9,,
283,12116,"ACHILLE, CARL H.",NY,5.0,DEM,2018,0.65805197,24.2,DEM,0.854746192,0,0.82555,1.0,0.37,False,4.0,70481.0,91,0.0,74.3,879893.17,881576.3
284,12117,"MENG, GRACE",NY,6.0,DEM,2018,0.7759529890000001,36.2,DEM,0.718973042,1,0.56653,0.0,0.37,False,0.0,62278.0,500,100.0,73.1,1144251.77,1226552.04
285,12121,"KURZON, JEFFREY M",NY,7.0,DEM,2018,0.830163553,31.5,DEM,0.907234616,0,0.5173399999999999,1.0,0.37,False,1.0,56197.0,15,0.0,72.9,926330.48,678292.17
286,12122,"JEFFRIES, HAKEEM",NY,8.0,DEM,2018,0.799479753,30.1,DEM,0.932460379,1,0.69209,1.0,0.37,False,1.0,52956.0,500,100.0,75.1,1533498.04,1134094.71
287,12129,"BUNKEDDEKO, ADEM",NY,9.0,DEM,2018,0.819543831,35.8,DEM,0.923382653,0,0.62805,1.0,0.37,False,1.0,57453.0,500,0.0,74.19333,993890.56,939425.76
288,12131,"LEVIN, NAOMI",NY,10.0,REP,2018,0.8555115959999999,59.8,DEM,0.22532481699999998,0,0.31884,0.0,0.37,True,4.0,93629.0,500,100.0,67.3,60073.0,37629.35
289,12136,"AUBIN, MARK-CHRISTIAN ANTHONY",NY,11.0,REP,2018,0.746670678,33.4,DEM,0.621952518,0,0.31493000000000004,1.0,0.37,True,4.0,72633.0,500,0.0,66.8,2139637.38,2048985.56
290,12145,"HICKS, SANDER",NY,12.0,DEM,2018,0.830163553,71.1,DEM,0.829711599,0,0.2738,1.0,0.37,False,0.0,107010.0,500,0.0,66.23158,1931172.4,2160542.56
291,12152,"BUTLER, JINEEA THE NEW AM",NY,13.0,REP,2018,0.900783862,30.0,DEM,0.068710465,0,0.7378,0.0,0.37,True,0.0,43880.0,500,100.0,65.51429,5927.73,5826.0
292,12153,"CROWLEY, JOSEPH",NY,14.0,DEM,2018,0.823121652,25.4,DEM,0.826114708,1,0.56889,1.0,0.37,False,0.0,58331.0,11,0.0,64.9,1623756.55,1130612.19
293,12159,"GONZALEZ, JASON D.",NY,15.0,REP,2018,0.90344188,12.9,DEM,0.035579419,0,0.82888,1.0,0.37,True,1.0,28042.0,3,100.0,65.5,0.0,0.0
294,12160,"BRISCOE, JOYCE N.",NY,16.0,DEM,2018,0.787539577,39.1,DEM,0.9467350659999999,0,0.54509,0.0,0.37,False,4.0,69463.0,500,0.0,64.2,1416826.44,1860110.26
295,12166,"LOWEY, NITA M",NY,17.0,DEM,2018,0.6404511829999999,45.3,DEM,1.0,1,0.30537,0.0,0.37,False,0.0,96125.0,500,100.0,64.4,1381581.9,1122147.56
296,12169,"BROWN, SAKIMA",NY,18.0,REP,2018,0.587647362,35.0,DEM,0.447987764,0,0.22908,0.0,0.37,True,4.0,86211.0,500,0.0,65.3,317658.0,125227.47
297,12186,"BEALS, JEFFREY",NY,19.0,DEM,2018,0.48218555700000004,27.7,DEM,0.45263846399999996,0,0.12180999999999999,1.0,0.37,False,4.0,61662.0,15,0.0,64.4,6515333.42,4765928.32
298,12187,"TONKO, PAUL DAVID",NY,20.0,DEM,2018,0.540009807,36.7,DEM,0.676133448,1,0.20759,1.0,0.37,False,4.0,66532.0,27,100.0,64.62667,1192705.68,959379.81
299,12202,"BOONE, TANYA",NY,21.0,DEM,2018,0.43722366700000004,22.7,DEM,0.292604424,0,0.08435,0.0,0.37,False,0.0,54311.0,62,0.0,69.8,1165675.38,612280.4
300,12207,"BRINDISI, ANTHONY",NY,22.0,DEM,2018,0.41437553,24.1,DEM,0.404439084,0,0.10385,1.0,0.37,False,4.0,52212.0,22,100.0,68.4,3351315.9,2514017.97
301,12217,"ANDREI, LINDA",NY,23.0,DEM,2018,0.42413267600000004,25.3,DEM,0.41856204,0,0.09635,0.0,0.37,False,4.0,50747.0,68,0.0,68.38421,1037941.93,362940.12
302,12223,"BALTER, DANA",NY,24.0,DEM,2018,0.507010709,29.7,DEM,0.389780291,0,0.16009,0.0,0.37,False,0.0,55721.0,57,62.6,67.85238,1993098.03,1107401.83
303,12231,"BARNHART, RACHEL",NY,25.0,DEM,2018,0.5799725689999999,36.5,DEM,0.5575219779999999,0,0.25377,0.0,0.37,False,4.0,57149.0,33,0.0,67.6,1434746.42,1151061.68
304,12234,"DIPIZIO, ROSANNE",NY,26.0,REP,2018,0.510941848,30.0,DEM,0.256289248,0,0.29302,0.0,0.37,True,0.0,49148.0,500,0.0,68.3,100.0,0.0
305,12241,"BANKS, JAMES PAUL MR.",NY,27.0,REP,2018,0.514804422,29.1,DEM,0.6765189159999999,0,0.06576,1.0,0.37,True,,64032.0,5,0.0,65.9,1307004.41,982178.89
306,12246,"BARR, ROBERT",OH,1.0,DEM,2018,0.49814381,33.1,REP,0.404220431,0,0.28565,1.0,0.46,False,4.0,59719.0,7,0.0,57.8,3093962.08,2004875.45
307,12254,"EDWARDS, HAROLD JAMES III",OH,2.0,DEM,2018,0.458744837,30.5,REP,0.33380064600000003,0,0.13505,1.0,0.46,False,4.0,57083.0,152,0.0,58.7,467526.73,297446.47
308,12258,"BEATTY, JOYCE",OH,3.0,DEM,2018,0.6379282470000001,27.4,REP,0.682825605,1,0.46406000000000003,0.0,0.46,False,0.0,47123.0,500,100.0,59,945802.24,528576.3
309,12262,"DENNERLL, NORBERT G.",OH,4.0,DEM,2018,0.35337811,17.0,REP,0.31898358600000004,0,0.09892000000000001,1.0,0.46,False,4.0,52370.0,500,0.0,57.3,495471.23,264184.41
310,12268,"GALBRAITH, JOHN MICHAEL",OH,5.0,DEM,2018,0.42750274200000005,25.2,REP,0.290004466,0,0.08567000000000001,1.0,0.46,False,0.0,56835.0,6,73.3,59.2,185746.52,129811.75
311,12275,"BLAZEK, ROBERT J",OH,6.0,REP,2018,0.355829285,15.6,REP,0.706404606,0,0.0494,1.0,0.46,True,0.0,47067.0,7,0.0,56.7,1774716.88,1427666.32
312,12277,"GIBBS, ROBERT",OH,7.0,REP,2018,0.38464690799999995,19.5,REP,0.641147915,1,0.07554,1.0,0.46,True,0.0,54045.0,7,78.0,57.6,1016668.39,317651.95
313,12289,"DAVIDSON, WARREN",OH,8.0,REP,2018,0.315968223,23.4,REP,0.689806593,1,0.11818,1.0,0.46,True,0.0,58295.0,500,100.0,81,974239.78,863367.64
314,12296,"COLTON, KEITH C",OH,9.0,REP,2018,0.6257875829999999,21.6,REP,0.314731418,0,0.26546,1.0,0.46,True,4.0,43182.0,45,0.0,80.2,28224.23,23531.2
315,12302,"ANDERSON, JOHN DAVID",OH,10.0,REP,2018,0.459978093,28.3,REP,0.64364213,0,0.23701,1.0,0.46,True,4.0,51208.0,6,0.0,79.8,1099895.13,1064899.22
316,12306,"BUTTS, REV PAMELA M PINKNEY",OH,11.0,DEM,2018,0.6425556610000001,26.5,REP,0.8007008729999999,0,0.6048899999999999,0.0,0.46,False,0.0,35954.0,500,0.0,79.19524,658116.46,533958.1
317,12323,"ADAMS, JOHN",OH,12.0,REP,2018,0.535423661,39.6,REP,0.666087863,0,0.13427,1.0,0.46,True,4.0,71853.0,6,0.0,78.6,2121527.51,1733939.49
318,12336,"CROW, ROBERT",OH,13.0,DEM,2018,0.487045548,21.7,REP,0.6764269709999999,0,0.17947000000000002,1.0,0.46,False,0.0,45177.0,7,0.0,78.7,1444685.26,1372287.39
319,12339,"CARP, EVAN",OH,14.0,REP,2018,0.577466185,33.7,REP,0.6272353979999999,0,0.09907,1.0,0.46,True,0.0,67163.0,500,0.0,78.8,2110006.25,1352614.48
320,12348,"HUPP, RYAN",OH,15.0,DEM,2018,0.551515167,30.2,REP,0.337783115,0,0.09225,1.0,0.46,False,4.0,66694.0,25,0.0,79.1,1188697.87,579855.93
321,12354,"DENT, MARK",OH,16.0,DEM,2018,0.56597854,32.4,REP,0.346219351,0,0.07099,1.0,0.46,False,,66504.0,18,0.0,79.1,280893.39,124346.45
322,12364,"COLEMAN, ANDY",OK,1.0,REP,2018,0.324875264,29.3,REP,1.0,0,0.28685,1.0,0.57,True,0.0,53332.0,28,0.0,78.8,2596655.77,2418739.16
323,12383,"JACKSON, BRIAN KELLY",OK,2.0,REP,2018,0.237816975,16.7,REP,0.706092643,0,0.33931,1.0,0.57,True,0.0,40305.0,8,0.0,78.6,1418195.91,1285345.23
324,12386,"LUCAS, FRANK D.",OK,3.0,REP,2018,0.21939171699999999,22.1,REP,0.7829436,1,0.20733000000000001,1.0,0.57,True,0.0,50089.0,65,100.0,78.17143,976786.64,802122.63
325,12391,"BRANNON, MARY",OK,4.0,DEM,2018,0.358401705,24.2,REP,0.26079830600000004,0,0.24577,0.0,0.57,False,0.0,54885.0,15,34.4,77.6,4449.0,1436.0
326,12402,"BLACK, GWENDOLYN M",OK,5.0,DEM,2018,0.422828744,29.8,REP,0.368006338,0,0.31219,0.0,0.57,False,,50441.0,500,0.0,77.9,859952.5,681676.15
327,12409,"BARAJAS, RICKY",OR,1.0,DEM,2018,0.7122454020000001,39.1,DEM,0.5960947010000001,0,0.20038,1.0,0.38,False,0.0,75585.0,128,0.0,79.2,970431.38,638618.82
328,12420,"BURNETTE, ERIC",OR,2.0,DEM,2018,0.389939029,23.7,DEM,0.278989751,0,0.09973,1.0,0.38,False,4.0,51813.0,14,0.0,78,905474.03,471473.08
329,12427,"BARNETT, CHARLES RAND",OR,3.0,DEM,2018,0.716251484,38.6,DEM,0.72571223,0,0.21548,1.0,0.38,False,0.0,64379.0,23,0.0,79,1339687.55,1306924.1
330,12436,"ARCANGEL, DANIEL R",OR,4.0,DEM,2018,0.489287187,25.8,DEM,0.555165966,0,0.11667999999999999,1.0,0.38,False,0.0,49666.0,12,0.0,78.66667,1474246.19,926475.65
331,12443,"CALLAHAN, MARK ALLEN",OR,5.0,REP,2018,0.657730911,29.3,DEM,0.432173472,0,0.14339000000000002,1.0,0.38,True,,63710.0,18,62.6,82.3,29108.09,17351.65
333,12452,"AHMAD, NILOFER NINA",PA,1.0,DEM,2018,0.7762993429999999,25.7,DEM,0.821989095,0,0.54392,0.0,0.44,False,0.0,45400.0,500,0.0,81.92632,9810875.53,8393502.59
334,12458,"BOYLE, BRENDAN F",PA,2.0,DEM,2018,0.755773282,34.3,DEM,0.901616277,1,0.66157,1.0,0.44,False,4.0,39128.0,500,64.5,81.48095,1049785.82,920460.08
335,12461,"EVANS, DWIGHT",PA,3.0,DEM,2018,0.369065706,24.7,DEM,0.0,1,0.08661,1.0,0.44,False,0.0,52491.0,500,80.8,81.1,1049147.2,1018504.44
336,12470,"CORBIN-JOHNSON, SHAVONNIA",PA,4.0,DEM,2018,0.40157795700000004,25.6,DEM,0.338968682,0,0.14523,0.0,0.44,False,0.0,63733.0,500,0.0,80.8,1133059.41,761656.07
337,12490,"ADDIS, PAUL DAVID",PA,5.0,REP,2018,0.367356521,23.4,DEM,0.672538575,0,0.06652999999999999,1.0,0.44,True,0.0,50232.0,27,0.0,81.4,458828.2,303105.61
338,12492,"HOULAHAN, CHRISSY",PA,6.0,DEM,2018,0.543438512,42.5,DEM,0.427039055,0,0.1507,0.0,0.44,False,0.0,82203.0,500,100.0,81.7,3706941.49,1076364.39
339,12504,"BROWNING, DEAN",PA,7.0,REP,2018,0.544070932,42.2,DEM,0.597387245,0,0.1429,1.0,0.44,True,0.0,90546.0,177,0.0,82.5,850959.88,562084.34
340,12516,"CARTWRIGHT, MATT",PA,8.0,DEM,2018,0.564013361,38.3,DEM,0.455118704,1,0.12565,1.0,0.44,False,4.0,84772.0,500,100.0,81,2216679.58,1505099.91
341,12524,"HALCOVAGE, GEORGE F. JR.",PA,9.0,REP,2018,0.305817258,18.0,DEM,0.6343199110000001,0,0.05752,1.0,0.44,True,0.0,49356.0,53,0.0,81.52,1848489.58,1465189.07
342,12529,"FEIGL-DING, ERIC",PA,10.0,DEM,2018,0.36401145,20.9,DEM,0.297086421,0,0.07322999999999999,1.0,0.44,False,4.0,53146.0,14,0.0,82.1,1259081.49,738509.45
343,12541,"BEILER, CHET",PA,11.0,REP,2018,0.403381096,23.5,DEM,0.637071203,0,0.11947,1.0,0.44,True,0.0,57248.0,500,0.0,81.1,1179604.72,1052016.4
344,12546,"ANTHONY, AARON",PA,12.0,DEM,2018,0.49042832700000005,32.1,DEM,0.38058600299999995,0,0.0798,1.0,0.44,False,4.0,62451.0,35,0.0,80.13684,125191.15,73685.41
345,12548,"BLOOM, STEPHEN",PA,13.0,REP,2018,0.755773282,33.6,DEM,0.0,0,0.35541,1.0,0.44,True,0.0,62427.0,33,0.0,78.92381,1365705.51,1178463.41
346,12562,"BOERIO, BIBIANA",PA,14.0,DEM,2018,0.53175818,32.4,DEM,0.743167776,0,0.28819,0.0,0.44,False,0.0,45970.0,500,43.0,77.6,487524.14,253093.03
347,12568,"BOSER, SUSAN",PA,15.0,DEM,2018,0.474164487,28.2,DEM,0.38035779299999994,0,0.16058,0.0,0.44,False,0.0,63128.0,27,74.5,78.4,,
348,12577,"DINICOLA, RONALD A. MR.",PA,16.0,DEM,2018,0.47020393899999996,25.4,DEM,0.427449972,0,0.17369,1.0,0.44,False,0.0,61049.0,43,60.2,78.2,1106798.97,676993.68
349,12581,"LAMB, CONOR",PA,17.0,DEM,2018,0.438499966,21.2,DEM,0.538079693,0,0.12768,1.0,0.44,False,0.0,52689.0,500,100.0,78,8494529.53,7613993.42
350,12589,"BROOKS, JANIS C DR",PA,18.0,DEM,2018,0.51066603,35.1,DEM,0.0,0,0.07547000000000001,1.0,0.44,False,,67503.0,500,0.0,77.9,765022.3,711265.56
352,12600,"CICILLINE, DAVID N",RI,1.0,DEM,2018,0.610800486,32.2,DEM,0.6467480489999999,1,0.2286,1.0,0.35,False,0.0,59193.0,4,0.0,75,1490926.31,1186142.44
353,12601,"CAIOZZO, SALVATORE",RI,2.0,REP,2018,0.5781662870000001,32.7,DEM,0.308186663,0,0.13472,1.0,0.35,True,,69702.0,500,0.0,75.2,4960.0,3525.33
354,12607,"ARRINGTON, KATHERINE ELIZABETH",SC,1.0,REP,2018,0.47031372299999996,38.3,REP,0.586473746,0,0.25693,0.0,0.54,True,0.0,66337.0,55,50.6,73.64762,1184303.28,845296.37
355,12614,"BLACK, PHILIP H",SC,2.0,DEM,2018,0.5051463860000001,32.9,REP,0.359342282,0,0.29844,1.0,0.54,False,4.0,58665.0,90,0.0,72.8,119253.93,102749.4
356,12617,"CLEVELAND, HOSEA N",SC,3.0,DEM,2018,0.330808844,20.6,REP,0.27055888699999997,0,0.23503000000000002,1.0,0.54,False,4.0,47004.0,500,0.0,73.3,241236.85,225070.85
357,12639,"ALBERT, DAN",SC,4.0,REP,2018,0.35933444,30.1,REP,0.672271342,0,0.26598,1.0,0.54,True,4.0,53006.0,12,0.0,73.2,1227537.42,1057669.23
358,12663,"ALI, MARK ANTHONY",SC,5.0,DEM,2018,0.398971361,22.2,REP,0.38794997700000006,0,0.31274,1.0,0.54,False,4.0,51131.0,18,0.0,73.8,1968027.81,1617916.49
359,12664,"CLYBURN, JAMES E.",SC,6.0,DEM,2018,0.540022161,19.2,REP,0.701576436,1,0.60978,1.0,0.54,False,4.0,35615.0,5,100.0,73.8,1740151.37,1622890.94
360,12676,"FISCHER, BRUCE DR.",SC,7.0,DEM,2018,0.406612646,20.4,REP,0.39251931,0,0.33371999999999996,1.0,0.54,False,,42159.0,132,0.0,74.34737,23798.1,21277.15
361,12682,"BJORKMAN, TIMOTHY W MR.",SD,0.0,DEM,2018,,27.5,REP,0.0,0,0.15303,1.0,0.51,False,0.0,56521.0,21,100.0,73.01333,673534.4,438418.43
362,12690,"BANYAS, MICKIE LOU",TN,1.0,REP,2018,0.204045647,18.9,REP,0.784116068,0,0.06159,1.0,0.58,True,0.0,42300.0,500,0.0,82.2,325469.0,355869.32
363,12697,"BURCHETT, TIM",TN,2.0,REP,2018,0.306322779,29.5,REP,0.7564075159999999,0,0.1096,1.0,0.58,True,0.0,52025.0,21,48.2,82.31579,863325.32,694046.73
364,12710,"FLEISCHMANN, CHARLES J",TN,3.0,REP,2018,0.30565115600000003,22.2,REP,0.663924772,1,0.15378,1.0,0.58,True,0.0,47681.0,23,79.4,81.95238,1159310.69,370472.5
365,12719,"DESJARLAIS, SCOTT HON.",TN,4.0,REP,2018,0.281282687,21.4,REP,0.65037783,1,0.15300999999999998,1.0,0.58,True,0.0,56304.0,17,70.0,81.7,478925.84,185784.76
366,12723,"ALLISON, CHAZ ANTHONY",TN,5.0,REP,2018,0.59076175,35.8,REP,0.374502196,0,0.31915,1.0,0.58,True,0.0,57116.0,500,0.0,81.7,0.0,0.0
367,12729,"BARLOW, DAWN",TN,6.0,DEM,2018,0.246739228,20.9,REP,0.21793053899999998,0,0.08941,0.0,0.58,False,0.0,53708.0,26,54.5,81.4,15428.96,12667.82
368,12740,"GREEN, MARK DR.",TN,7.0,REP,2018,0.29472960800000003,27.6,REP,0.721730933,0,0.15763,1.0,0.58,True,0.0,57852.0,18,100.0,81.6,1743876.7,1024335.92
369,12750,"BOATNER, JOHN BURKE JR",TN,8.0,DEM,2018,0.519130138,28.6,REP,0.25052291600000004,0,0.25713,1.0,0.58,False,0.0,56477.0,6,0.0,81.8,4637.15,3319.56
370,12754,"BERGMANN, CHARLOTTE",TN,9.0,REP,2018,0.6423881770000001,23.2,REP,0.18817004899999998,0,0.7360899999999999,0.0,0.58,True,,40491.0,500,100.0,82.4,60726.34,46482.65
371,12762,"BEAL, BRENT",TX,1.0,DEM,2018,0.25001796800000003,20.1,REP,0.24114034899999998,0,0.22966,1.0,0.51,False,4.0,49086.0,82,0.0,81.3,26539.13,26803.38
372,12773,"BALAT, DAVID",TX,2.0,REP,2018,0.564583701,40.3,REP,0.606439215,0,0.32316,1.0,0.51,True,0.0,77519.0,4,0.0,80.1,1493159.22,1180554.98
373,12787,"BELL, ADAM CLR NATION",TX,3.0,DEM,2018,0.411616975,52.3,REP,0.345175539,0,0.31485,1.0,0.51,False,0.0,95235.0,36,0.0,80.02632,269361.09,229057.83
374,12799,"BETHEL JR, LANDER LOUIS",TX,4.0,DEM,2018,0.330784686,20.3,REP,0.0,0,0.18737,1.0,0.51,False,4.0,56062.0,500,0.0,79.55714,30137.23,23448.97
375,12808,"BRUNNER, EARL",TX,5.0,REP,2018,0.5651521070000001,19.8,REP,0.80613634,0,0.22666,1.0,0.51,True,0.0,52375.0,500,0.0,79.2,808168.75,684266.89
376,12828,"COPE, KENNETH CLIFFORD MR. JR.",TX,6.0,REP,2018,0.433795782,29.5,REP,0.583422195,0,0.34972,1.0,0.51,True,4.0,66965.0,31,0.0,79,527037.56,387665.32
377,12844,"BUTLER, JOSHUA A",TX,7.0,DEM,2018,0.564583701,49.0,REP,0.438083741,0,0.35245,1.0,0.51,False,4.0,73130.0,24,0.0,79.7,4587680.58,2998449.32
378,12846,"BRADY, KEVIN",TX,8.0,REP,2018,0.507946007,29.1,REP,1.0,1,0.17331,1.0,0.51,True,0.0,70846.0,13,100.0,78.7,4855437.81,5027635.37
379,12851,"GREEN, ALEXANDER",TX,9.0,DEM,2018,0.55955257,25.1,REP,0.806443734,1,0.611,1.0,0.51,False,0.0,48743.0,106,100.0,78.7,503181.96,386561.71
380,12860,"CADIEN, TAWANA W.",TX,10.0,DEM,2018,0.584938579,37.6,REP,0.38395525700000005,0,0.2946,0.0,0.51,False,0.0,75517.0,500,0.0,79.5,351573.32,269313.79
381,12872,"BETTS, WILLIAMQ B MD, LTC",TX,11.0,REP,2018,0.195790025,20.3,REP,0.895094829,0,0.1572,1.0,0.51,True,0.0,55237.0,500,0.0,79.19333,2070139.74,1846015.52
382,12877,"ADIA, VANESSA MICHELLE",TX,12.0,DEM,2018,0.42083980600000004,30.3,REP,0.268469711,0,0.21771,0.0,0.51,False,0.0,67703.0,113,100.0,81.2,178895.16,104351.08
383,12881,"SAGAN, GREGORY T. MR.",TX,13.0,DEM,2018,0.174128879,19.9,REP,0.0,0,0.15685,1.0,0.51,False,4.0,50557.0,29,0.0,80.3,31811.5,32195.42
384,12887,"BARNES, LEVY Q DR. JR.",TX,14.0,DEM,2018,0.39477549100000003,22.9,REP,0.381296907,0,0.29341,1.0,0.51,False,0.0,61516.0,500,0.0,79.90526,159681.58,145742.41
385,12891,"BRUEGGEMANN, DALE MR.",TX,15.0,REP,2018,0.581636288,19.0,REP,0.37659567299999996,0,0.16652,1.0,0.51,True,0.0,42474.0,148,0.0,79.24762,9727.0,9117.0
386,12904,"CARRILLO, JOHN RENE",TX,16.0,DEM,2018,0.7270192520000001,23.5,REP,0.857709869,0,0.23035999999999998,1.0,0.51,False,0.0,45563.0,6,0.0,78.7,1297468.92,1040757.95
387,12912,"FLORES, BILL",TX,17.0,REP,2018,0.582716121,29.6,REP,0.60832239,1,0.24771999999999997,1.0,0.51,True,0.0,51036.0,9,100.0,78.7,1174480.31,726446.19
388,12917,"BATISTE, DONALD MR",TX,18.0,DEM,2018,0.564583701,21.0,REP,0.734890743,0,0.499,1.0,0.51,False,0.0,45584.0,42,0.0,78.8,685520.23,538559.3
389,12921,"ARRINGTON, JODEY COOK",TX,19.0,REP,2018,0.243029629,21.5,REP,0.866555052,1,0.16527999999999998,1.0,0.51,True,0.0,48590.0,500,100.0,78.6,1185308.67,795174.94
390,12925,"CASTRO, JOAQUIN",TX,20.0,DEM,2018,0.570744245,23.6,REP,0.797391128,1,0.15832000000000002,1.0,0.51,False,4.0,51086.0,500,100.0,79,883410.2,774444.09
391,12933,"ANDARZA, IVAN ARTURO",TX,21.0,REP,2018,0.5775118370000001,44.8,REP,0.570496966,0,0.1449,1.0,0.51,True,0.0,71486.0,500,0.0,78.5,1576366.63,879102.12
392,12957,"BOWERS, HARRY",TX,22.0,REP,2018,0.5461707929999999,43.9,REP,0.5953723879999999,0,0.38755,1.0,0.51,True,0.0,94048.0,200,0.0,78.66667,1377734.78,1522752.13
393,12973,"ARREDONDO-LYNCH, ALMA D.D.S",TX,23.0,REP,2018,0.597692808,21.4,REP,0.484663389,0,0.17949,0.0,0.51,True,0.0,50338.0,500,0.0,82.3,4504455.37,3510400.07
394,12979,"ALLEN, EDWARD",TX,24.0,DEM,2018,0.5246650420000001,44.2,REP,0.39284218200000004,0,0.36013,1.0,0.51,False,4.0,74127.0,40,0.0,81.2,95515.98,63573.41
395,12990,"GARVES, BEN",TX,25.0,DEM,2018,0.509337324,35.8,REP,0.37691892299999996,0,0.16624,1.0,0.51,False,0.0,72046.0,44,0.0,81.03158,530629.31,308419.36
396,12996,"BERSHAD, IRA MR.",TX,26.0,DEM,2018,0.5246650420000001,41.4,REP,0.296383923,0,0.22326999999999997,1.0,0.51,False,0.0,91650.0,500,0.0,80.58095,155893.9,81922.84
397,13004,"BARRERA, RAUL (ROY)",TX,27.0,DEM,2018,0.38501519700000003,18.7,REP,0.382886355,0,0.14104,1.0,0.51,False,0.0,52790.0,500,41.2,80.3,164678.64,156994.8
398,13021,"CUELLAR, HENRY R.",TX,28.0,DEM,2018,0.604306133,17.7,REP,0.661963423,1,0.12800999999999998,1.0,0.51,False,0.0,46777.0,120,100.0,80,1499317.45,966150.48
399,13028,"BLANCO, JAIMY Z",TX,29.0,REP,2018,0.564583701,9.3,REP,0.239884985,0,0.21665,0.0,0.51,True,0.0,42792.0,500,0.0,79.6,91685.03,66990.02
400,13040,"CARAWAY, BARBARA LEN MALLORY",TX,30.0,DEM,2018,0.636828839,19.8,REP,0.7791627109999999,0,0.52803,0.0,0.51,False,0.0,49972.0,76,0.0,81.2,430730.77,224999.72
401,13045,"CARTER, JOHN R. REP.",TX,31.0,REP,2018,0.43911838,33.7,REP,0.583663016,1,0.25132,1.0,0.51,True,0.0,70346.0,6,65.5,80.8,1576141.12,1128936.17
402,13049,"ALLRED, COLIN",TX,32.0,DEM,2018,0.56462878,43.0,REP,0.0,0,0.31868,1.0,0.51,False,0.0,70640.0,500,38.5,81.5,4212741.21,2312163.88
403,13063,"BILLUPS, WILLIE KAILAWN",TX,33.0,REP,2018,0.551756632,9.4,REP,0.262996748,0,0.35524,1.0,0.51,True,4.0,42229.0,118,100.0,82.06667,53356.06,48781.52
404,13069,"GONZALEZ, REY DR.",TX,34.0,REP,2018,0.634263366,15.1,REP,0.37324665799999995,0,0.08217999999999999,1.0,0.51,True,0.0,37977.0,500,100.0,82.06667,65200.75,62940.85
405,13074,"ALEXANDER, SHERRILL KENNETH",TX,35.0,REP,2018,0.5877866,19.0,REP,0.315923645,0,0.30619,1.0,0.51,True,0.0,48284.0,500,0.0,82.06667,45928.0,36427.43
406,13075,"BABIN, BRIAN",TX,36.0,REP,2018,0.526353864,18.8,REP,0.8871914320000001,1,0.16898,1.0,0.51,True,,57908.0,8,100.0,82.06667,1061565.12,614003.72
407,13085,"BISHOP, ROBERT",UT,1.0,REP,2018,0.318125497,28.5,REP,0.653761168,1,0.10176,1.0,0.45,True,0.0,67968.0,7,100.0,79.9,1088611.45,747385.18
408,13087,"BURKETT, MARY",UT,2.0,REP,2018,0.4352334,31.4,REP,0.614863784,0,0.17675,0.0,0.45,True,0.0,61561.0,15,0.0,79.6,833301.59,719910.73
409,13129,"AINGE, TANNER D",UT,3.0,REP,2018,0.451296856,39.3,REP,0.732765149,0,0.08926,1.0,0.45,True,4.0,71367.0,500,0.0,78.91579,1501598.97,1314218.23
410,13134,"HOMER, ADAM ORSON",UT,4.0,DEM,2018,0.45189228600000003,28.2,REP,0.417352255,0,0.20275,1.0,0.45,False,,72937.0,36,0.0,81.14667,2543647.17,1818734.14
411,13141,"HICKS, TOM",VA,1.0,DEM,2018,0.47231544700000005,35.2,DEM,0.35773107600000004,0,0.278,1.0,0.45,False,4.0,88049.0,20,0.0,78,353757.97,264499.02
412,13148,"BELOTE, DAVE",VA,2.0,DEM,2018,0.548535844,33.2,DEM,0.38266235,0,0.33078,1.0,0.45,False,0.0,70500.0,4,0.0,78.1,3176278.1,1861613.4
413,13156,"SCOTT, ROBERT C MR",VA,3.0,DEM,2018,0.612947469,25.3,DEM,0.668511856,1,0.5515399999999999,1.0,0.45,False,4.0,52797.0,7,100.0,77.6,505975.27,396655.41
414,13160,"FENTY, SHION",VA,4.0,REP,2018,0.581099884,27.6,DEM,0.42738961799999997,0,0.48056000000000004,0.0,0.45,True,0.0,57684.0,500,0.0,77.1,138322.88,116554.8
