,index,Cand_Id,Cand_Name,Cand_Office_Dist,Cand_Office_St,Cand_Party_Affiliation,D,DISTRICT,FEC ID#,Gender,Incumbent,Median_Income,Party_Previous_Vote_Share,Presidential_Approval_Rating,Primary.Vote.Percent,Raised,STATE,Same_Party_As_President,Spent,Unnamed: 0,Year,gov_party,labor_force,minority_percentage,name_commonness,percent_bachelor_or_above,recent_presidential_vote,seat_transition
682,1441,H4NC10047,"MCHENRY, PATRICK TIMOTHY",10.0,NC,REP,10,,H4NC10047,1.0,1.0,41227.0,0.711771907,0.45,72.54,1257013.35,North Carolina,False,1127554.92,1441.0,2012.0,DEM,72.6,0.1783,37.0,21.9,0.308441558,4.0
683,1451,H2NC11080,"MEADOWS, MARK R",11.0,NC,REP,11,,H2NC11080,1.0,0.0,38238.0,0.456560001,0.45,37.83,1107283.51,North Carolina,False,1092849.79,1451.0,2012.0,DEM,71.2,0.09368,18.0,21.1,,3.0
684,1461,H2NC12021,"WATT, MELVIN L",12.0,NC,DEM,12,,H2NC12021,1.0,1.0,36049.0,0.638830421,0.45,80.91,852387.49,North Carolina,True,857241.15,1461.0,2012.0,DEM,73.82105,0.62379,187.0,22.3,,4.0
685,1463,H2NC13110,"HOLDING, GEORGE E. B. MR.",13.0,NC,REP,13,,H2NC13110,1.0,0.0,61105.0,0.445019646,0.45,43.51,1685833.09,North Carolina,False,1673724.26,1463.0,2012.0,DEM,75.78095,0.25071,53.0,38.1,,
686,1469,H0ND01026,"CRAMER, KEVIN",0.0,ND,REP,00,,H0ND01026,1.0,0.0,53585.0,0.549207934,,54.44,1325478.8,North Dakota,False,1291733.07,1469.0,2012.0,REP,77.5,0.10496,13.0,27.1,0.453229733,4.0
687,1476,H4NE01064,"FORTENBERRY, JEFFREY",1.0,NE,REP,01,,H4NE01064,1.0,1.0,51544.0,0.712728005,0.38,86.89,698413.78,Nebraska,False,381321.91,1476.0,2012.0,REP,72.5,0.0923,15.0,28.4,,0.0
688,1487,H8NE02139,"TERRY, LEE",2.0,NE,REP,02,,H8NE02139,1.0,1.0,53994.0,0.60806345,0.38,60.04,2036016.71,Nebraska,False,2033246.3,1487.0,2012.0,REP,72.38,0.20297,131.0,36.9,0.421512087,4.0
689,1490,H6NE03115,"SMITH, ADRIAN",3.0,NE,REP,03,,H6NE03115,1.0,1.0,46673.0,0.7012251629999999,0.38,81.53,1163154.28,Nebraska,False,705515.2,1490.0,2012.0,REP,79.6,0.05918,143.0,19.5,0.256944444,
690,1499,H6NH01230,"SHEA-PORTER, CAROL",1.0,NH,DEM,01,,H6NH01230,0.0,0.0,63541.0,0.424223983,0.43,99.08,1720667.32,New Hampshire,True,1696702.75,1499.0,2012.0,DEM,77.8,0.06196,130.0,33.4,,0.0
691,1505,H0NH02181,"KUSTER, ANN MCLANE",2.0,NH,DEM,02,,H0NH02181,0.0,0.0,62935.0,0.467633745,0.43,99.18,3161003.98,New Hampshire,True,3173921.36,1505.0,2012.0,DEM,77.2,0.05739,100.0,33.5,,
692,1509,H0NJ01066,"ANDREWS, ROBERT E. MR.",1.0,NJ,DEM,01,,H0NJ01066,1.0,1.0,62141.0,0.631936149,0.53,88.40,1510757.47,New Jersey,True,1449946.64,1509.0,2012.0,REP,78.3,0.31865,7.0,28.1,,4.0
693,1518,H2NJ02037,"LOBIONDO, FRANK A.",2.0,NJ,REP,02,,H2NJ02037,1.0,1.0,56135.0,0.654978459,0.53,87.58,1566499.52,New Jersey,False,1336918.44,1518.0,2012.0,REP,78.06667,0.2604,65.0,23.0,,4.0
694,1527,H0NJ03153,"RUNYAN, JON",3.0,NJ,REP,03,,H0NJ03153,1.0,1.0,68999.0,0.500274614,0.53,100.00,2080014.07,New Jersey,False,1999879.25,1527.0,2012.0,REP,80.9,0.18606,97.0,30.3,,0.0
695,1532,H2NJ04165,"FROELICH, BRIAN P",4.0,NJ,DEM,04,,H2NJ04165,1.0,0.0,73809.0,0.278798318,0.53,100.00,79026.94,New Jersey,True,77854.79,1532.0,2012.0,REP,79.6,0.13771,8.0,36.2,,4.0
696,1539,H8NJ05052,"GARRETT, SCOTT REP.",5.0,NJ,REP,05,,H8NJ05052,1.0,1.0,90536.0,0.649395528,0.53,87.23,2392464.98,New Jersey,False,1105176.9,1539.0,2012.0,REP,78.68421,0.21229,17.0,44.2,,3.0
697,1548,H8NJ03073,"PALLONE, FRANK JR",6.0,NJ,DEM,06,,H8NJ03073,1.0,1.0,72892.0,0.547453595,0.53,100.00,1868760.0,New Jersey,True,1593292.08,1548.0,2012.0,REP,77.38571,0.33638,65.0,35.9,0.287719298,3.0
698,1555,H6NJ12136,"LANCE, LEONARD",7.0,NJ,REP,07,,H6NJ12136,1.0,1.0,98622.0,0.593741878,0.53,60.57,1321361.7,New Jersey,False,1334015.1,1555.0,2012.0,REP,76.1,0.19524,166.0,48.8,0.287719298,4.0
699,1565,H6NJ13191,"SIRES, ALBIO",8.0,NJ,DEM,08,,H6NJ13191,1.0,1.0,52041.0,0.626579231,0.53,89.01,663826.51,New Jersey,True,660823.72,1565.0,2012.0,REP,76.8,0.43826,500.0,28.7,,0.0
700,1570,H6NJ08118,"PASCRELL, WILLIAM J JR",9.0,NJ,DEM,09,,H6NJ08118,1.0,1.0,59142.0,0.6071817829999999,0.53,61.18,2861094.88,New Jersey,True,3506000.12,1570.0,2012.0,REP,76.6,0.35603,9.0,31.0,,3.0
701,1580,H2NJ10154,"PAYNE, DONALD M., JR.",10.0,NJ,DEM,10,,H2NJ10154,1.0,0.0,44755.0,0.8518194090000001,0.53,59.61,553326.68,New Jersey,True,524654.02,1580.0,2012.0,REP,75.7,0.7065,42.0,25.9,0.287719298,4.0
702,1586,H2NJ05014,"FRELINGHUYSEN, RODNEY P.",11.0,NJ,REP,11,,H2NJ05014,1.0,1.0,96399.0,0.671886689,0.53,100.00,1101627.89,New Jersey,False,1184498.09,1586.0,2012.0,REP,76.9,0.16739,74.0,49.6,,0.0
703,1591,H6NJ12144,"HOLT, RUSH D.",12.0,NJ,DEM,12,,H6NJ12144,1.0,1.0,76921.0,0.530455584,0.53,100.00,2084904.26,New Jersey,True,1511879.77,1591.0,2012.0,REP,77.9,0.4154100000000001,500.0,41.9,,4.0
704,1597,H8NM01257,"GRISHAM, MICHELLE",1.0,NM,DEM,01,,H8NM01257,0.0,0.0,45537.0,0.5187894129999999,0.45,,1754730.01,New Mexico,True,1745037.0,1597.0,2012.0,REP,79,0.30961,4.0,31.0,,4.0
705,1602,H2NM02126,"PEARCE, STEVE",2.0,NM,REP,02,,H2NM02126,1.0,1.0,38830.0,0.554028581,0.45,100.00,1687074.84,New Mexico,False,1121521.36,1602.0,2012.0,REP,78.49474,0.19667,159.0,19.5,,0.0
706,1605,H8NM03196,"LUJAN, BEN R MR.",3.0,NM,DEM,03,,H8NM03196,1.0,0.0,44835.0,0.569860166,0.45,100.00,1102858.06,New Mexico,True,741285.44,1605.0,2012.0,REP,77.67619,0.33671,44.0,26.1,,
707,1616,H8NV03036,"TITUS, DINA",1.0,NV,DEM,01,,H8NV03036,0.0,0.0,36745.0,0.617477842,0.45,100.00,1273980.63,Nevada,True,1219620.66,1616.0,2012.0,REP,78.26316,0.38909,500.0,14.8,,4.0
708,1618,H2NV02395,"AMODEI, MARK EUGENE",2.0,NV,REP,02,,H2NV02395,1.0,1.0,51195.0,0.6329956520000001,0.45,100.00,1313852.15,Nevada,False,1129925.9,1618.0,2012.0,REP,78.0381,0.16774,18.0,23.7,,4.0
709,1651,H0NV03058,"HECK, JOE",3.0,NV,REP,03,,H0NV03058,1.0,1.0,61466.0,0.481256113,0.45,90.05,2423277.15,Nevada,False,2346654.27,1651.0,2012.0,REP,77.9,0.30253,107.0,30.9,,
710,1663,H2NV04011,"HORSFORD, STEVEN ALEXZANDER",4.0,NV,DEM,04,,H2NV04011,1.0,1.0,50137.0,0.0,0.45,100.00,1718991.26,Nevada,True,1705209.95,1663.0,2012.0,REP,77.9,0.35542,19.0,18.6,,
711,1672,H2NY01067,"BISHOP, TIMOTHY",1.0,NY,DEM,01,,H2NY01067,1.0,1.0,86794.0,0.501512454,0.55,,2731218.03,New York,True,3031035.92,1672.0,2012.0,DEM,77.9,0.11572,21.0,33.1,,0.0
712,1676,H2NY03089,"KING, PETER T. HON.",2.0,NY,REP,02,,H2NY03089,1.0,1.0,84663.0,0.429084829,0.55,,1812860.05,New York,False,1201207.15,1676.0,2012.0,DEM,75.6,0.22903,55.0,27.3,,0.0
713,1678,H0NY02085,"ISRAEL, STEVE J.",3.0,NY,DEM,03,,H0NY02085,1.0,1.0,96626.0,0.280548574,0.55,,3186020.72,New York,True,3169048.67,1678.0,2012.0,DEM,75.8,0.22602,159.0,49.9,,0.0
714,1684,H6NY04112,"MCCARTHY, CAROLYN",4.0,NY,DEM,04,,H6NY04112,0.0,1.0,89056.0,0.536222836,0.55,,2277999.7,New York,True,1860330.67,1684.0,2012.0,DEM,76.7,0.3171,115.0,38.5,,0.0
715,1688,H8NY06048,"MEEKS, GREGORY W.",5.0,NY,DEM,05,,H8NY06048,1.0,1.0,59056.0,0.630743037,0.55,66.52,740896.78,New York,True,724664.51,1688.0,2012.0,DEM,77.3,0.81776,29.0,23.6,,0.0
716,1696,H2NY06116,"MENG, GRACE",6.0,NY,DEM,06,,H2NY06116,0.0,0.0,55906.0,0.877984359,0.55,,1730611.33,New York,True,1666012.14,1696.0,2012.0,DEM,76.82667,0.50776,500.0,36.8,,0.0
717,1702,H2NY00010,"VELAZQUEZ, NYDIA M.",7.0,NY,DEM,07,,H2NY00010,0.0,1.0,40889.0,0.805688115,0.55,,674523.93,New York,True,1285101.72,1702.0,2012.0,DEM,83.3,0.5030399999999999,500.0,27.3,,4.0
718,1706,H2NY10092,"JEFFRIES, HAKEEM",8.0,NY,DEM,08,,H2NY10092,1.0,0.0,42394.0,0.7554477009999999,0.55,,1405684.57,New York,True,1361036.78,1706.0,2012.0,DEM,82.9,0.70389,500.0,26.4,,0.0
719,1708,H4NY11138,"CLARKE, YVETTE D",9.0,NY,DEM,09,,H4NY11138,0.0,1.0,46780.0,0.0,0.55,,743730.13,New York,True,771479.97,1708.0,2012.0,DEM,82.01053,0.67448,500.0,31.5,,3.0
720,1715,H2NY17071,"NADLER, JERROLD L. MR.",10.0,NY,DEM,10,,H2NY17071,1.0,1.0,71947.0,0.911490402,0.55,,1125304.2,New York,True,1471936.4,1715.0,2012.0,DEM,81.05238,0.27961,500.0,56.8,,3.0
721,1719,H2NY14037,"MALONEY, CAROLYN B",12.0,NY,DEM,12,,H2NY14037,0.0,1.0,82338.0,0.479562205,0.55,,1746928.76,New York,True,1862564.55,1719.0,2012.0,DEM,80.3,0.23675,115.0,68.3,,4.0
722,1723,H0NY13074,"GRIMM, MICHAEL",13.0,NY,REP,11,,H0NY13074,1.0,0.0,34723.0,0.5131070179999999,0.55,,,New York,False,,1723.0,2012.0,DEM,80.8,0.73814,1.0,27.3,0.507142101,0.0
723,1727,H6NY19029,"RANGEL, CHARLES B",13.0,NY,DEM,13,,H6NY19029,1.0,1.0,34723.0,0.479562205,0.55,,0.0,New York,True,0.0,1727.0,2012.0,DEM,80.8,0.73814,23.0,27.3,0.507142101,0.0
724,1730,H8NY07046,"CROWLEY, JOSEPH",14.0,NY,DEM,14,,H8NY07046,1.0,1.0,48431.0,0.751063681,0.55,16.46,2577592.02,New York,True,2722991.15,1730.0,2012.0,DEM,80.3,0.53733,11.0,24.6,,3.0
725,1735,H0NY18065,"SERRANO, JOSE E",15.0,NY,DEM,15,,H0NY18065,1.0,1.0,23314.0,0.804247591,0.55,,212068.0,New York,True,209532.08,1735.0,2012.0,DEM,80.1,0.84967,48.0,11.3,,0.0
726,1737,H8NY19058,"ENGEL, ELIOT L",16.0,NY,DEM,16,,H8NY19058,1.0,1.0,60005.0,0.0,0.55,,1062605.76,New York,True,1182936.79,1737.0,2012.0,DEM,79.6,0.5241600000000001,500.0,37.2,,0.0
727,1741,H8NY20056,"LOWEY, NITA M",17.0,NY,DEM,17,,H8NY20056,0.0,1.0,84455.0,0.7289505270000001,0.55,,2165669.24,New York,True,2491789.21,1741.0,2012.0,DEM,79.90667,0.29644000000000004,500.0,44.2,,4.0
728,1748,H2NY22139,"MALONEY, SEAN PATRICK",18.0,NY,DEM,18,,H2NY22139,1.0,0.0,75538.0,0.621500602,0.55,,2257170.87,New York,True,2246008.2,1748.0,2012.0,DEM,80.2,0.20499,39.0,34.1,,0.0
729,1753,H0NY20095,"GIBSON, CHRISTOPHER P",19.0,NY,REP,19,,H0NY20095,1.0,1.0,55338.0,0.526805991,0.55,,2177704.7,New York,False,2153688.97,1753.0,2012.0,DEM,80.4,0.10636,2.0,26.3,0.7264464820000001,4.0
730,1757,H8NY21203,"TONKO, PAUL DAVID",20.0,NY,DEM,20,,H8NY21203,1.0,1.0,59141.0,0.451319899,0.55,,974898.84,New York,True,820271.02,1757.0,2012.0,DEM,80.7,0.18482,27.0,34.9,0.588301229,4.0
731,1761,H0NY23081,"OWENS, WILLIAM",21.0,NY,DEM,21,,H0NY23081,1.0,1.0,50062.0,0.592899768,0.55,,1968478.15,New York,True,1939276.12,1761.0,2012.0,DEM,81.01429,0.07687000000000001,9.0,21.1,0.442928604,4.0
732,1763,H8NY24066,"HANNA, RICHARD",22.0,NY,REP,22,,H8NY24066,1.0,1.0,46775.0,0.473381088,0.55,,1071314.9,New York,False,854031.5,1763.0,2012.0,DEM,81.4,0.09505,16.0,22.7,0.7264464820000001,0.0
733,1769,H0NY29054,"REED, THOMAS W II",23.0,NY,REP,23,,H0NY29054,1.0,1.0,46196.0,0.463862039,0.55,,2107794.45,New York,False,2006454.26,1769.0,2012.0,DEM,81.5,0.08033,20.0,23.5,0.49553461,4.0
734,1772,H6NY25125,"MAFFEI, DANIEL BENJAMIN MR.",24.0,NY,DEM,24,,H6NY25125,1.0,0.0,51043.0,0.469201914,0.55,,2032959.47,New York,True,2047007.08,1772.0,2012.0,DEM,80.7,0.14642,12.0,27.9,,4.0
735,1776,H6NY03031,"SLAUGHTER, LOUISE M",25.0,NY,DEM,25,,H6NY03031,0.0,1.0,50386.0,0.49844646,0.55,,2278708.56,New York,True,2469256.67,1776.0,2012.0,DEM,80.7,0.24436,500.0,35.3,0.456466627,4.0
736,1779,H4NY27076,"HIGGINS, BRIAN",26.0,NY,DEM,26,,H4NY27076,1.0,1.0,42679.0,0.26393884,0.55,,1091162.23,New York,True,1031409.79,1779.0,2012.0,DEM,82.1,0.26915,8.0,27.9,,3.0
737,1784,H8NY29032,"COLLINS, CHRISTOPHER C",27.0,NY,REP,27,,H8NY29032,1.0,0.0,58075.0,0.390573424,0.55,,1327521.13,New York,False,1312829.91,1784.0,2012.0,DEM,82.8,0.06395,2.0,27.8,,4.0
738,1788,H8OH01043,"CHABOT, STEVE",1.0,OH,REP,01,,H8OH01043,1.0,1.0,50069.0,0.514941593,0.44,100.00,1068815.87,Ohio,False,737763.86,1788.0,2012.0,REP,76.2,0.27561,159.0,30.1,,4.0
739,1800,H2OH02085,"WENSTRUP, BRAD",2.0,OH,REP,02,,H2OH02085,1.0,0.0,48260.0,0.584527739,0.44,48.74,998232.8,Ohio,False,892990.03,1800.0,2012.0,REP,76.6,0.12339,123.0,28.4,,4.0
740,1802,H2OH03125,"BEATTY, JOYCE",3.0,OH,DEM,03,,H2OH03125,0.0,1.0,39445.0,0.318875957,0.44,38.32,812493.22,Ohio,True,729106.57,1802.0,2012.0,REP,77.2,0.42278,500.0,25.5,,3.0
741,1810,H6OH04082,"JORDAN, JAMES D.",4.0,OH,REP,04,,H6OH04082,1.0,1.0,45849.0,0.7148822640000001,0.44,100.00,1078119.01,Ohio,False,839919.17,1810.0,2012.0,REP,76.90667,0.08825,5.0,15.8,0.31284549300000003,3.0
742,1814,H8OH05036,"LATTA, ROBERT EDWARD MR",5.0,OH,REP,05,,H8OH05036,1.0,1.0,49793.0,0.678240373,0.44,82.58,1111742.01,Ohio,False,1284548.04,1814.0,2012.0,REP,82.2,0.07587999999999999,7.0,23.4,,4.0
743,1818,H0OH06189,"JOHNSON, BILL",6.0,OH,REP,06,,H0OH06189,1.0,1.0,41783.0,0.501860635,0.44,83.94,2026753.52,Ohio,False,2007027.37,1818.0,2012.0,REP,81.6,0.04497,9.0,14.3,0.273733236,4.0
744,1822,H0OH18077,"GIBBS, BOB",7.0,OH,REP,07,,H0OH18077,1.0,1.0,47805.0,0.621680798,0.44,79.88,1550088.19,Ohio,False,1347805.92,1822.0,2012.0,REP,77.93684,0.0682,7.0,18.0,,1.0
745,1826,H0OH08029,"BOEHNER, JOHN A",8.0,OH,REP,08,,H0OH08029,1.0,1.0,49728.0,0.6564276379999999,0.44,83.82,22024288.2,Ohio,False,21197801.38,1826.0,2012.0,REP,74.27143,0.10889,6.0,21.6,,3.0
746,1829,H2OH09031,"KAPTUR, MARCY C HON.",9.0,OH,DEM,09,,H2OH09031,0.0,1.0,37520.0,0.59353836,0.44,56.18,1150008.58,Ohio,True,1588127.19,1829.0,2012.0,REP,71.4,0.24568,500.0,20.0,0.381915846,3.0
747,1847,H2OH03067,"TURNER, MICHAEL R",10.0,OH,REP,10,,H2OH03067,1.0,1.0,44444.0,0.438730853,0.44,80.12,1232450.03,Ohio,False,1099374.82,1847.0,2012.0,REP,71,0.22588000000000005,1.0,26.4,,0.0
748,1849,H8OH11141,"FUDGE, MARCIA L",11.0,OH,DEM,11,,H8OH11141,0.0,1.0,31331.0,0.829299424,0.44,89.41,689197.47,Ohio,True,711755.19,1849.0,2012.0,REP,71.6,0.59539,500.0,25.1,,4.0
749,1855,H0OH12062,"TIBERI, PATRICK J.",12.0,OH,REP,12,,H0OH12062,1.0,1.0,63046.0,0.557853481,0.44,77.88,3375829.85,Ohio,False,2505566.95,1855.0,2012.0,REP,70.5,0.11005,37.0,37.3,0.331032687,4.0
750,1859,H2OH17109,"RYAN, TIMOTHY",13.0,OH,DEM,13,,H2OH17109,1.0,1.0,40492.0,0.557321987,0.44,100.00,991384.96,Ohio,True,983820.48,1859.0,2012.0,REP,73.2,0.15741,21.0,20.0,,3.0
751,1861,H2OH14064,"JOYCE, DAVID P",14.0,OH,REP,14,,H2OH14064,1.0,0.0,58451.0,0.649201915,0.44,,952654.99,Ohio,False,672203.96,1861.0,2012.0,REP,72.4,0.08641,4.0,31.4,,4.0
752,1869,H8OH15076,"STIVERS, STEVE MR.",15.0,OH,REP,15,,H8OH15076,1.0,1.0,53880.0,0.541582803,0.44,89.31,2748358.32,Ohio,False,2541560.71,1869.0,2012.0,REP,72.30667,0.08778999999999999,159.0,27.9,,3.0
753,1873,H0OH16097,"RENACCI, JAMES B",16.0,OH,REP,16,,H0OH16097,1.0,1.0,58526.0,0.520821125,0.44,100.00,3274194.03,Ohio,False,3284373.0,1873.0,2012.0,REP,78.9,0.06255,5.0,30.7,,0.0
754,1876,H2OK01143,"BRIDENSTINE, JAMES FREDERICK",1.0,OK,REP,01,,H2OK01143,1.0,0.0,48539.0,0.768042311,0.35,,781983.29,Oklahoma,False,767458.97,1876.0,2012.0,REP,81.5,0.26745,5.0,28.3,0.6155269529999999,0.0
755,1884,H2OK02083,"MULLIN, MARKWAYNE",2.0,OK,REP,02,,H2OK02083,1.0,0.0,37184.0,0.434761713,0.35,42.40,1704560.94,Oklahoma,False,1681458.45,1884.0,2012.0,REP,81.5,0.32487,500.0,15.7,,4.0
756,1890,H4OK06056,"LUCAS, FRANK D.",3.0,OK,REP,03,,H4OK06056,1.0,1.0,46239.0,0.779935072,0.35,88.16,1622077.68,Oklahoma,False,1663973.74,1890.0,2012.0,REP,81.7,0.19975,65.0,20.9,0.514413601,4.0
757,1897,H2OK04055,"COLE, TOM JEFFERY",4.0,OK,REP,04,,H2OK04055,1.0,1.0,48539.0,1.0,0.35,87.73,0.0,Oklahoma,False,0.0,1897.0,2012.0,REP,80.8,0.22331,20.0,23.1,0.455544456,0.0
758,1901,H0OK05114,"LANKFORD, JAMES PAUL",5.0,OK,REP,05,,H0OK05114,1.0,1.0,42412.0,0.625230207,0.35,100.00,1155958.56,Oklahoma,False,815426.72,1901.0,2012.0,REP,81.8,0.30817,5.0,28.3,,
759,1906,H2OR01133,"BONAMICI, SUZANNE",1.0,OR,DEM,01,,H2OR01133,0.0,1.0,60018.0,0.0,0.46,98.95,2488255.98,Oregon,True,2280581.79,1906.0,2012.0,DEM,81.23333,0.19744,107.0,37.1,0.476646556,4.0
760,1927,H6OR02116,"WALDEN, GREGORY P MR.",2.0,OR,REP,02,,H6OR02116,1.0,1.0,42857.0,0.7407746629999999,0.46,99.26,2736873.41,Oregon,False,2395607.96,1927.0,2012.0,DEM,77.8,0.09815,29.0,22.1,0.388812779,4.0
761,1928,H6OR03064,"BLUMENAUER, EARL",3.0,OR,DEM,03,,H6OR03064,1.0,1.0,52133.0,0.7011892009999999,0.46,98.87,1185141.92,Oregon,True,981705.69,1928.0,2012.0,DEM,75.5,0.1974,500.0,35.3,,4.0
762,1933,H6OR04047,"DEFAZIO, PETER A",4.0,OR,DEM,04,,H6OR04047,1.0,1.0,40412.0,0.0,0.46,89.87,1333331.11,Oregon,True,1401801.78,1933.0,2012.0,DEM,76.76842,0.10129,55.0,24.2,,3.0
763,1940,H8OR05107,"SCHRADER, KURT",5.0,OR,DEM,05,,H8OR05107,1.0,1.0,52059.0,0.513151994,0.46,98.47,1750144.25,Oregon,True,1167996.71,1940.0,2012.0,DEM,77.24286,0.14443,180.0,27.5,,
764,1942,H8PA01153,"BRADY, ROBERT A",1.0,PA,DEM,01,,H8PA01153,1.0,1.0,37127.0,1.0,0.45,99.91,746273.09,Pennsylvania,True,870046.05,1942.0,2012.0,REP,77.7,0.51659,7.0,22.7,,0.0
765,1945,H2PA02055,"FATTAH, CHAKA MR.",2.0,PA,DEM,02,,H2PA02055,0.0,1.0,35514.0,0.89298363,0.45,99.92,554638.34,Pennsylvania,True,525952.05,1945.0,2012.0,REP,78,0.69404,500.0,31.2,,0.0
766,1949,H0PA03271,"KELLY, GEORGE J JR J. JR.",3.0,PA,REP,03,,H0PA03271,1.0,1.0,45791.0,0.557224161,0.45,99.54,1135644.35,Pennsylvania,False,1080095.09,1949.0,2012.0,REP,77.7,0.08123999999999999,53.0,22.4,,0.0
767,1958,H2PA04135,"PERRY, SCOTT",4.0,PA,REP,04,,H2PA04135,1.0,0.0,55601.0,0.491864499,0.45,53.42,519958.01,Pennsylvania,False,519610.17,1958.0,2012.0,REP,78.2,0.14284000000000002,17.0,24.1,,0.0
768,1965,H8PA05071,"THOMPSON, GLENN",5.0,PA,REP,05,,H8PA05071,1.0,1.0,45359.0,0.68689357,0.45,99.48,1263884.89,Pennsylvania,False,1262547.04,1965.0,2012.0,REP,77.5,0.061570000000000014,157.0,21.2,,3.0
769,1966,H2PA06114,"GERLACH, JIM",6.0,PA,REP,06,,H2PA06114,1.0,1.0,71814.0,0.571024874,0.45,99.40,2234892.13,Pennsylvania,False,2108953.16,1966.0,2012.0,REP,77.74667,0.11764,5.0,40.3,,0.0
770,1969,H0PA07082,"MEEHAN, PATRICK L. MR. JR.",7.0,PA,REP,07,,H0PA07082,1.0,1.0,75515.0,0.549438502,0.45,99.88,2589844.69,Pennsylvania,False,1627729.04,1969.0,2012.0,REP,78.5,0.11809,37.0,40.3,,0.0
771,1972,H4PA08074,"FITZPATRICK, MICHAEL G.",8.0,PA,REP,08,,H4PA08074,1.0,1.0,76198.0,0.535226315,0.45,100.00,2672026.97,Pennsylvania,False,2586003.8,1972.0,2012.0,REP,75.6,0.10897,1.0,35.0,,4.0
772,1975,H2PA09035,"SHUSTER, WILLIAM MR.",9.0,PA,REP,09,,H2PA09035,1.0,1.0,43796.0,0.730612791,0.45,100.00,1674736.45,Pennsylvania,False,1483252.4,1975.0,2012.0,REP,76.02632,0.055970000000000006,9.0,16.7,,4.0
773,1977,H0PA10078,"MARINO, THOMAS ANTHONY",10.0,PA,REP,10,,H0PA10078,1.0,1.0,47535.0,0.551767318,0.45,99.69,822419.53,Pennsylvania,False,815148.52,1977.0,2012.0,REP,75.52381,0.06234,20.0,19.6,,4.0
774,1979,H2PA11098,"BARLETTA, LOU",11.0,PA,REP,11,,H2PA11098,1.0,1.0,49138.0,0.547005573,0.45,99.43,1334027.37,Pennsylvania,False,1335284.52,1979.0,2012.0,REP,74.8,0.10377,500.0,21.8,,0.0
775,1984,H0PA04220,"ROTHFUS, KEITH MR.",12.0,PA,REP,12,,H0PA04220,1.0,0.0,53157.0,0.492209517,0.45,99.19,1987085.42,Pennsylvania,False,1993454.78,1984.0,2012.0,REP,75,0.06661,45.0,29.1,0.601010101,4.0
776,1987,H4PA13124,"SCHWARTZ, ALLYSON Y.",13.0,PA,DEM,13,,H4PA13124,0.0,1.0,53083.0,0.563415711,0.45,99.90,2910725.48,Pennsylvania,True,1203040.91,1987.0,2012.0,REP,76.5,0.34507,500.0,31.5,,0.0
777,1989,H4PA18131,"DOYLE, MIKE",14.0,PA,DEM,14,,H4PA18131,1.0,1.0,40919.0,0.687851468,0.45,79.93,870614.07,Pennsylvania,True,757648.99,1989.0,2012.0,REP,75.2,0.27523000000000003,1.0,28.1,,3.0
778,1992,H4PA15087,"DENT, CHARLES W REP",15.0,PA,REP,15,,H4PA15087,1.0,1.0,54376.0,0.535492892,0.45,99.81,1706451.47,Pennsylvania,False,1511724.42,1992.0,2012.0,REP,74.6,0.14762,23.0,27.0,,3.0
779,1997,H6PA16197,"PITTS, JOSEPH R.",16.0,PA,REP,16,,H6PA16197,1.0,1.0,50930.0,0.653868469,0.45,99.16,1312423.57,Pennsylvania,False,1208910.52,1997.0,2012.0,REP,72.7,0.16834000000000002,11.0,23.7,,4.0
780,1999,H2PA17079,"CARTWRIGHT, MATTHEW A",17.0,PA,DEM,17,,H2PA17079,1.0,0.0,46364.0,0.555005949,0.45,57.07,1361753.07,Pennsylvania,True,1304273.84,1999.0,2012.0,REP,73.79333,0.11659,10.0,19.7,,3.0
781,2004,H2PA18143,"MURPHY, TIM",18.0,PA,REP,18,,H2PA18143,1.0,1.0,57406.0,0.673282151,0.45,,2386295.47,Pennsylvania,False,2649101.97,2004.0,2012.0,REP,80.1,0.06192,21.0,32.1,0.601010101,0.0
782,2012,H8PR00062,"PIERLUISI, PEDRO R",0.0,PR,DEM,00,,H8PR00062,1.0,0.0,19429.0,0.0,,,,Puerto Rico,True,,2012.0,2012.0,REP,character(0),,500.0,,,
783,2013,H0RI01073,"CICILLINE, DAVID N",1.0,RI,DEM,01,,H0RI01073,1.0,1.0,50604.0,0.506024171,0.58,62.14,2394676.73,Rhode Island,True,2415518.02,2013.0,2012.0,DEM,76.57143,0.21152,4.0,30.5,,0.0
784,2021,H0RI02139,"LANGEVIN, JAMES R",2.0,RI,DEM,02,,H0RI02139,1.0,1.0,59201.0,0.598644993,0.58,74.09,1103438.77,Rhode Island,True,1131247.74,2021.0,2012.0,DEM,75.6,0.1539,5.0,31.0,,
785,2029,H0SC01279,"SCOTT, TIMOTHY",1.0,SC,REP,01,,H0SC01279,1.0,1.0,54498.0,0.65410736,0.4,100.00,1680566.7,South Carolina,False,1363197.4,2029.0,2012.0,REP,76.2,0.26681,21.0,35.9,,0.0
786,2031,H2SC02059,"WILSON, ADDISON (JOE) GRAVES",2.0,SC,REP,02,,H2SC02059,1.0,1.0,51858.0,0.53496552,0.4,80.58,1030164.96,South Carolina,False,1030535.94,2031.0,2012.0,REP,75.4,0.29255,500.0,31.2,,4.0
787,2033,H0SC03077,"DUNCAN, JEFF",3.0,SC,REP,03,,H0SC03077,1.0,1.0,38807.0,0.62488862,0.4,100.00,698727.84,South Carolina,False,598246.51,2033.0,2012.0,REP,76,0.22648,192.0,19.3,,0.0
